director	movie	year	rating	votes	cover	fcover
Alfred Hitchcock	 Juno and the Paycock	 1929	 4.8	 1496	 http://ia.media-imdb.com/images/M/MV5BMjEzOTcwMjYzMF5BMl5BanBnXkFtZTcwNDgxODUyMQ@@._V1._SX76_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjEzOTcwMjYzMF5BMl5BanBnXkFtZTcwNDgxODUyMQ@@.jpg
Alfred Hitchcock	 Blackmail	 1929	 7.0	 6835	 http://ia.media-imdb.com/images/M/MV5BMjMxMDQzODI1M15BMl5BanBnXkFtZTgwNDgzNjYzMjE@._V1._SX100_SY129_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjMxMDQzODI1M15BMl5BanBnXkFtZTgwNDgzNjYzMjE@.jpg
Alfred Hitchcock	 The Manxman	 1929	 6.3	 1740	 http://ia.media-imdb.com/images/M/MV5BOTg2MDQ0MDA1Nl5BMl5BanBnXkFtZTgwNjU5MDE1NTE@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BOTg2MDQ0MDA1Nl5BMl5BanBnXkFtZTgwNjU5MDE1NTE@.jpg
Alfred Hitchcock	 Champagne	 1928	 5.7	 1314	 http://ia.media-imdb.com/images/M/MV5BMjI4MDcwMTc5OF5BMl5BanBnXkFtZTgwMDQ3NTIwMjE@._V1._SX100_SY130_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjI4MDcwMTc5OF5BMl5BanBnXkFtZTgwMDQ3NTIwMjE@.jpg
Alfred Hitchcock	 Easy Virtue	 1928	 5.7	 1786	 http://ia.media-imdb.com/images/M/MV5BMTk1MjMxNjU3Nl5BMl5BanBnXkFtZTgwNzg5NzgwMzE@._V1._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk1MjMxNjU3Nl5BMl5BanBnXkFtZTgwNzg5NzgwMzE@.jpg
Alfred Hitchcock	 The Farmer's Wife	 1928	 6.1	 1681	 http://ia.media-imdb.com/images/M/MV5BMTkzNzkxNDM3MV5BMl5BanBnXkFtZTcwNTk5OTY1NQ@@._V1._CR32,39,292,407._SX100_SY139_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTkzNzkxNDM3MV5BMl5BanBnXkFtZTcwNTk5OTY1NQ@@._V1._CR32,39,292,407._SX100_SY139_.jpg
Alfred Hitchcock	 Downhill	 1927	 6.2	 1156	 http://ia.media-imdb.com/images/M/MV5BMTY0OTI5NzQyM15BMl5BanBnXkFtZTgwNzExNzA1MjE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY0OTI5NzQyM15BMl5BanBnXkFtZTgwNzExNzA1MjE@.jpg
Alfred Hitchcock	 The Ring	 1927	 6.3	 2179	 http://ia.media-imdb.com/images/M/MV5BMTMxNTQyMTY4MF5BMl5BanBnXkFtZTcwNjY5OTY1NQ@@._V1._CR97.88333129882812,40.53334045410156,159,404._SX55_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTMxNTQyMTY4MF5BMl5BanBnXkFtZTcwNjY5OTY1NQ@@._V1._CR97.88333129882812,40.53334045410156,159,404._SX55_SY140_.jpg
Alfred Hitchcock	 The Lodger: A Story of the London Fog	 1927	 7.3	 6419	 http://ia.media-imdb.com/images/M/MV5BMTM5NjE0MDIxMF5BMl5BanBnXkFtZTcwMTk5OTY1NQ@@._V1._CR47.883331298828125,38.53334045410156,262,408._SX90_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM5NjE0MDIxMF5BMl5BanBnXkFtZTcwMTk5OTY1NQ@@._V1._CR47.883331298828125,38.53334045410156,262,408._SX90_SY140_.jpg
Alfred Hitchcock	 The Mountain Eagle	 1926	 NA	 NA	 NA	 NA
Alfred Hitchcock	 The Pleasure Garden	 1925	 6.0	 1307	 http://ia.media-imdb.com/images/M/MV5BOTc5MzUzOTAxOV5BMl5BanBnXkFtZTgwNTQ0NzY2MjE@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BOTc5MzUzOTAxOV5BMl5BanBnXkFtZTgwNTQ0NzY2MjE@.jpg
Alfred Hitchcock	 Number 13	 1922	 NA	 NA	 NA	 NA
Ingmar Bergman	 Fanny och Alexander	 1982	 8.1	 39884	 http://ia.media-imdb.com/images/M/MV5BOTUyODUwNjc0NV5BMl5BanBnXkFtZTcwMTk0MTcyMQ@@._V1._SX100_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BOTUyODUwNjc0NV5BMl5BanBnXkFtZTcwMTk0MTcyMQ@@.jpg
Ingmar Bergman	 Höstsonaten	 1978	 8.3	 14409	 http://ia.media-imdb.com/images/M/MV5BNTMzMTQyOTUxMF5BMl5BanBnXkFtZTcwMzE5NDkxMQ@@._V1._CR17,31,307,442._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNTMzMTQyOTUxMF5BMl5BanBnXkFtZTcwMzE5NDkxMQ@@._V1._CR17,31,307,442._SX97_SY140_.jpg
Ingmar Bergman	 Das Schlangenei	 1977	 6.7	 3580	 http://ia.media-imdb.com/images/M/MV5BMTYyNzA2MTc3Ml5BMl5BanBnXkFtZTcwMzk1NTYyMQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTYyNzA2MTc3Ml5BMl5BanBnXkFtZTcwMzk1NTYyMQ@@.jpg
Ingmar Bergman	 Ansikte mot ansikte	 1976	 7.7	 3245	 http://ia.media-imdb.com/images/M/MV5BMTcyODQ4Mjg1OF5BMl5BanBnXkFtZTYwNTgxMzk5._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTcyODQ4Mjg1OF5BMl5BanBnXkFtZTYwNTgxMzk5.jpg
Ingmar Bergman	 Viskningar och rop	 1972	 8.2	 18811	 http://ia.media-imdb.com/images/M/MV5BMTk4MDExOTY4Ml5BMl5BanBnXkFtZTgwNzMxOTc0MTE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk4MDExOTY4Ml5BMl5BanBnXkFtZTgwNzMxOTc0MTE@.jpg
Ingmar Bergman	 Beröringen	 1971	 6.4	 683	 NA	 NA
Ingmar Bergman	 En passion	 1969	 7.8	 5597	 http://ia.media-imdb.com/images/M/MV5BMTUxMDg3NDA2OF5BMl5BanBnXkFtZTcwNjA5OTQ2NA@@._V1._CR10,5,313,484._SX91_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUxMDg3NDA2OF5BMl5BanBnXkFtZTcwNjA5OTQ2NA@@._V1._CR10,5,313,484._SX91_SY140_.jpg
Ingmar Bergman	 Skammen	 1968	 8.1	 7536	 http://ia.media-imdb.com/images/M/MV5BMTc5NzIwMzA0NV5BMl5BanBnXkFtZTYwMjU5NDE5._V1._CR0,50,258,424._SX85_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc5NzIwMzA0NV5BMl5BanBnXkFtZTYwMjU5NDE5._V1._CR0,50,258,424._SX85_SY140_.jpg
Ingmar Bergman	 Vargtimmen	 1968	 7.7	 11686	 http://ia.media-imdb.com/images/M/MV5BMTcwNTkxOTcxMV5BMl5BanBnXkFtZTgwNjI4Nzc1MzE@._V1._SX100_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTcwNTkxOTcxMV5BMl5BanBnXkFtZTgwNjI4Nzc1MzE@.jpg
Ingmar Bergman	 Stimulantia	 1967	 6.3	 118	 NA	 NA
Ingmar Bergman	 Persona	 1966	 8.2	 55703	 http://ia.media-imdb.com/images/M/MV5BMTc1OTgxNjYyNF5BMl5BanBnXkFtZTcwNjM2MjM2NQ@@._V1._SX89_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc1OTgxNjYyNF5BMl5BanBnXkFtZTcwNjM2MjM2NQ@@.jpg
Ingmar Bergman	 För att inte tala om alla dessa kvinnor	 1964	 5.7	 1164	 http://ia.media-imdb.com/images/M/MV5BMTIxOTM2MjQyNV5BMl5BanBnXkFtZTcwMzI3MDYyMQ@@._V1._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIxOTM2MjQyNV5BMl5BanBnXkFtZTcwMzI3MDYyMQ@@.jpg
Ingmar Bergman	 Tystnaden	 1963	 8.1	 11525	 http://ia.media-imdb.com/images/M/MV5BMTM5Mjg1MjUxMl5BMl5BanBnXkFtZTgwNDQ0NjcxMTE@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM5Mjg1MjUxMl5BMl5BanBnXkFtZTgwNDQ0NjcxMTE@.jpg
Ingmar Bergman	 Nattvardsgästerna	 1963	 8.1	 13155	 http://ia.media-imdb.com/images/M/MV5BMTUzODQ4NjI3M15BMl5BanBnXkFtZTcwMTUyMDEyOA@@._V1._SX100_SY71_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUzODQ4NjI3M15BMl5BanBnXkFtZTcwMTUyMDEyOA@@.jpg
Ingmar Bergman	 Såsom i en spegel	 1961	 8.1	 14229	 http://ia.media-imdb.com/images/M/MV5BMTgwNTI4MDYxOV5BMl5BanBnXkFtZTgwMzI5MDkwMzE@._V1._CR1,44,338,454._SX100_SY134_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTgwNTI4MDYxOV5BMl5BanBnXkFtZTgwMzI5MDkwMzE@._V1._CR1,44,338,454._SX100_SY134_.jpg
Ingmar Bergman	 Djävulens öga	 1960	 7.2	 2278	 http://ia.media-imdb.com/images/M/MV5BMTI0Mjc0ODUyMV5BMl5BanBnXkFtZTcwMTgxOTMyMQ@@._V1._SX77_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI0Mjc0ODUyMV5BMl5BanBnXkFtZTcwMTgxOTMyMQ@@.jpg
Ingmar Bergman	 Jungfrukällan	 1960	 8.1	 17914	 http://ia.media-imdb.com/images/M/MV5BMTI1MjQ3MjMwMF5BMl5BanBnXkFtZTcwNDQ3MDkzMQ@@._V1._SX100_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI1MjQ3MjMwMF5BMl5BanBnXkFtZTcwNDQ3MDkzMQ@@.jpg
Ingmar Bergman	 	 NA	 NA	 NA	 NA	 NA
Ingmar Bergman	 Nära livet	 1958	 7.7	 1380	 http://ia.media-imdb.com/images/M/MV5BMTk5Nzc4OTU0N15BMl5BanBnXkFtZTgwNzIxNDg5MTE@._V1._SX100_SY71_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk5Nzc4OTU0N15BMl5BanBnXkFtZTgwNzIxNDg5MTE@.jpg
Ingmar Bergman	 Smultronstället	 1957	 8.3	 58550	 http://ia.media-imdb.com/images/M/MV5BMjgwNjI3NTM1MF5BMl5BanBnXkFtZTgwNzY3MTUyMjE@._V1._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjgwNjI3NTM1MF5BMl5BanBnXkFtZTgwNzY3MTUyMjE@.jpg
Ingmar Bergman	 Det sjunde inseglet	 1957	 8.2	 103609	 http://ia.media-imdb.com/images/M/MV5BMTUzODUyNjkxM15BMl5BanBnXkFtZTcwODA5MTM1Mg@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUzODUyNjkxM15BMl5BanBnXkFtZTcwODA5MTM1Mg@@.jpg
Ingmar Bergman	 	 NA	 NA	 NA	 NA	 NA
Ingmar Bergman	 Kvinnodröm	 1955	 7.2	 1496	 http://ia.media-imdb.com/images/M/MV5BMTI1NDUzNDUzNF5BMl5BanBnXkFtZTcwMjkzNDMyMQ@@._V1._SX77_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI1NDUzNDUzNF5BMl5BanBnXkFtZTcwMjkzNDMyMQ@@.jpg
Ingmar Bergman	 	 NA	 NA	 NA	 NA	 NA
Ingmar Bergman	 Gycklarnas afton	 1953	 7.7	 3903	 http://ia.media-imdb.com/images/M/MV5BMTIxMzk2MDkzN15BMl5BanBnXkFtZTcwMDg5NjE1MQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIxMzk2MDkzN15BMl5BanBnXkFtZTcwMDg5NjE1MQ@@.jpg
Ingmar Bergman	 Sommaren med Monika	 1953	 7.6	 7084	 http://ia.media-imdb.com/images/M/MV5BMTA0NTg5MzYyNDFeQTJeQWpwZ15BbWU3MDA1NTQ4MTE@._V1._SX75_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTA0NTg5MzYyNDFeQTJeQWpwZ15BbWU3MDA1NTQ4MTE@.jpg
Ingmar Bergman	 Kvinnors väntan	 1952	 7.1	 1359	 http://ia.media-imdb.com/images/M/MV5BMTQ3Mzg0Mzg3MV5BMl5BanBnXkFtZTcwNTA4MjIyMQ@@._V1._SX75_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ3Mzg0Mzg3MV5BMl5BanBnXkFtZTcwNTA4MjIyMQ@@.jpg
Ingmar Bergman	 Sommarlek	 1951	 7.7	 2918	 http://ia.media-imdb.com/images/M/MV5BMTQ2NDgxMTQzMF5BMl5BanBnXkFtZTcwNDU0MDcxMQ@@._V1._SX76_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ2NDgxMTQzMF5BMl5BanBnXkFtZTcwNDU0MDcxMQ@@.jpg
Ingmar Bergman	 Sånt händer inte här	 1950	 5.2	 191	 NA	 NA
Ingmar Bergman	 Till glädje	 1950	 7.4	 1486	 http://ia.media-imdb.com/images/M/MV5BMjAxMDg2OTExNl5BMl5BanBnXkFtZTcwMzUwNzE0MQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAxMDg2OTExNl5BMl5BanBnXkFtZTcwMzUwNzE0MQ@@.jpg
Ingmar Bergman	 	 NA	 NA	 NA	 NA	 NA
Ingmar Bergman	 	 NA	 NA	 NA	 NA	 NA
Ingmar Bergman	 	 NA	 NA	 NA	 NA	 NA
Ingmar Bergman	 	 NA	 NA	 NA	 NA	 NA
Ingmar Bergman	 	 NA	 NA	 NA	 NA	 NA
Ingmar Bergman	 	 NA	 NA	 NA	 NA	 NA
Ingmar Bergman	 	 NA	 NA	 NA	 NA	 NA
