director	movie	year	rating	votes	cover	fcover
Federico Fellini	 Il bidone	 1955	 7.6	 3134	 http://ia.media-imdb.com/images/M/MV5BMTI3NDE2ODQ4OF5BMl5BanBnXkFtZTcwMTMzMzUyMQ@@._V1._SX100_SY139_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI3NDE2ODQ4OF5BMl5BanBnXkFtZTcwMTMzMzUyMQ@@.jpg
Federico Fellini	 La strada	 1954	 8.1	 44415	 http://ia.media-imdb.com/images/M/MV5BMTgzNTI2MDAxOF5BMl5BanBnXkFtZTgwMTAyODEwMzE@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTgzNTI2MDAxOF5BMl5BanBnXkFtZTgwMTAyODEwMzE@.jpg
Federico Fellini	 L'amore in città	 1953	 6.6	 583	 http://ia.media-imdb.com/images/M/MV5BMTc5MjA5MTQwNF5BMl5BanBnXkFtZTcwMDA3MzYwNA@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc5MjA5MTQwNF5BMl5BanBnXkFtZTcwMDA3MzYwNA@@.jpg
Federico Fellini	 I vitelloni	 1953	 8.0	 9858	 http://ia.media-imdb.com/images/M/MV5BMTgzODM1NTYxN15BMl5BanBnXkFtZTcwMTU1OTc0NQ@@._V1._SX92_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTgzODM1NTYxN15BMl5BanBnXkFtZTcwMTU1OTc0NQ@@.jpg
Federico Fellini	 Lo sceicco bianco	 1952	 7.3	 3435	 http://ia.media-imdb.com/images/M/MV5BMTUwNDU4MDkxNV5BMl5BanBnXkFtZTgwOTc2MTE1MjE@._V1._SX82_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUwNDU4MDkxNV5BMl5BanBnXkFtZTgwOTc2MTE1MjE@.jpg
Federico Fellini	 Luci del varietà	 1950	 7.2	 1852	 http://ia.media-imdb.com/images/M/MV5BMTYwNzYzNzEzNF5BMl5BanBnXkFtZTcwOTUwOTUyMQ@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTYwNzYzNzEzNF5BMl5BanBnXkFtZTcwOTUwOTUyMQ@@.jpg
Satyajit Ray	 Agantuk	 1991	 8.0	 1392	 http://ia.media-imdb.com/images/M/MV5BMTI5ODU4Njg1OV5BMl5BanBnXkFtZTcwNjA1NDA1NA@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI5ODU4Njg1OV5BMl5BanBnXkFtZTcwNjA1NDA1NA@@.jpg
Satyajit Ray	 Shakha Proshakha	 1990	 7.5	 370	 NA	 NA
Satyajit Ray	 Ganashatru	 1989	 7.2	 534	 http://ia.media-imdb.com/images/M/MV5BMTIyNDczNDUwMl5BMl5BanBnXkFtZTcwNDg4OTEyMQ@@._V1._SX76_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIyNDczNDUwMl5BMl5BanBnXkFtZTcwNDg4OTEyMQ@@.jpg
Satyajit Ray	 Ghare-Baire	 1984	 7.7	 699	 http://ia.media-imdb.com/images/M/MV5BZGI2ODFmNmMtMDVkMS00ZWI0LTgxMTItN2RlNzQ1MmJjNGRkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY136_.jpg	 http://ia.media-imdb.com/images/M/MV5BZGI2ODFmNmMtMDVkMS00ZWI0LTgxMTItN2RlNzQ1MmJjNGRkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@.jpg
Satyajit Ray	 Heerak Rajar Deshe	 1980	 8.6	 986	 http://ia.media-imdb.com/images/M/MV5BMWM5NTM5NzUtODlmNS00ZGU2LWIyYTAtNTRiMDE4Y2UxNzFlXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY67_.jpg	 http://ia.media-imdb.com/images/M/MV5BMWM5NTM5NzUtODlmNS00ZGU2LWIyYTAtNTRiMDE4Y2UxNzFlXkEyXkFqcGdeQXVyNDUzOTQ5MjY@.jpg
Satyajit Ray	 Joi Baba Felunath	 1979	 7.8	 835	 NA	 NA
Satyajit Ray	 Shatranj Ke Khilari	 1977	 7.8	 2081	 http://ia.media-imdb.com/images/M/MV5BMjEzMDIxMDI5MV5BMl5BanBnXkFtZTcwNzEzNzIzMQ@@._V1._SX100_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjEzMDIxMDI5MV5BMl5BanBnXkFtZTcwNzEzNzIzMQ@@.jpg
Satyajit Ray	 Jana Aranya	 1976	 8.2	 739	 http://ia.media-imdb.com/images/M/MV5BMTg5MzE2ODQ1NF5BMl5BanBnXkFtZTcwNzUzMDYxMQ@@._V1._SX77_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTg5MzE2ODQ1NF5BMl5BanBnXkFtZTcwNzUzMDYxMQ@@.jpg
Satyajit Ray	 Sonar Kella	 1974	 8.3	 966	 NA	 NA
Satyajit Ray	 Ashani Sanket	 1973	 8.2	 785	 NA	 NA
Satyajit Ray	 Seemabaddha	 1971	 7.9	 669	 http://ia.media-imdb.com/images/M/MV5BMTMxNDE3Njk5OF5BMl5BanBnXkFtZTcwODA1NDA1NA@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTMxNDE3Njk5OF5BMl5BanBnXkFtZTcwODA1NDA1NA@@.jpg
Satyajit Ray	 Pratidwandi	 1970	 8.1	 889	 http://ia.media-imdb.com/images/M/MV5BMTM1OTY2MzMxMV5BMl5BanBnXkFtZTcwMTk0NDA1NA@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM1OTY2MzMxMV5BMl5BanBnXkFtZTcwMTk0NDA1NA@@.jpg
Satyajit Ray	 Aranyer Din Ratri	 1970	 8.2	 1473	 http://ia.media-imdb.com/images/M/MV5BMTQ2ODM0MjgwOV5BMl5BanBnXkFtZTgwMzU1NTE2MTE@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ2ODM0MjgwOV5BMl5BanBnXkFtZTgwMzU1NTE2MTE@.jpg
Satyajit Ray	 Goopy Gyne Bagha Byne	 1969	 8.7	 1175	 http://ia.media-imdb.com/images/M/MV5BZTEwZGI4MjktZjg4ZS00ZWNjLWE4ODctOTVhYjVhNGI5NGU2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY136_.jpg	 http://ia.media-imdb.com/images/M/MV5BZTEwZGI4MjktZjg4ZS00ZWNjLWE4ODctOTVhYjVhNGI5NGU2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@.jpg
Satyajit Ray	 Chiriyakhana	 1967	 7.2	 369	 http://ia.media-imdb.com/images/M/MV5BOTM4NjQyNDEtMDEzNC00NzQ5LTgwN2YtOGJjZTQ2ZGRhNTg3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BOTM4NjQyNDEtMDEzNC00NzQ5LTgwN2YtOGJjZTQ2ZGRhNTg3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@.jpg
Satyajit Ray	 Nayak	 1966	 8.3	 1526	 http://ia.media-imdb.com/images/M/MV5BNzc1Mzg3MzM4Ml5BMl5BanBnXkFtZTgwNTI2NDUzMzE@._V1._SX100_SY133_.jpg	 http://ia.media-imdb.com/images/M/MV5BNzc1Mzg3MzM4Ml5BMl5BanBnXkFtZTgwNTI2NDUzMzE@.jpg
Satyajit Ray	 Kapurush	 1965	 7.8	 655	 http://ia.media-imdb.com/images/M/MV5BMTUzMTg5NjcyMV5BMl5BanBnXkFtZTgwMDQxMDMyMjE@._V1._SX100_SY73_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUzMTg5NjcyMV5BMl5BanBnXkFtZTgwMDQxMDMyMjE@.jpg
Satyajit Ray	 Mahapurush	 1965	 7.3	 569	 http://ia.media-imdb.com/images/M/MV5BMjE5NTI5NzIwM15BMl5BanBnXkFtZTgwMzg2MTMyMjE@._V1._SX100_SY73_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjE5NTI5NzIwM15BMl5BanBnXkFtZTgwMzg2MTMyMjE@.jpg
Satyajit Ray	 Charulata	 1964	 8.3	 2873	 http://ia.media-imdb.com/images/M/MV5BMTY5NDg2NTUwN15BMl5BanBnXkFtZTgwNjA5MTkwMzE@._V1._SX100_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY5NDg2NTUwN15BMl5BanBnXkFtZTgwNjA5MTkwMzE@.jpg
Satyajit Ray	 Mahanagar	 1963	 8.3	 1768	 http://ia.media-imdb.com/images/M/MV5BMTM3NDc2NTc2NV5BMl5BanBnXkFtZTcwNTQxOTIyMQ@@._V1._SX76_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM3NDc2NTc2NV5BMl5BanBnXkFtZTcwNTQxOTIyMQ@@.jpg
Satyajit Ray	 Abhijaan	 1962	 7.9	 684	 http://ia.media-imdb.com/images/M/MV5BMTI2Nzc3NzEyN15BMl5BanBnXkFtZTcwMDQ4NTMzMQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI2Nzc3NzEyN15BMl5BanBnXkFtZTcwMDQ4NTMzMQ@@.jpg
Satyajit Ray	 Kanchenjungha	 1962	 7.9	 618	 NA	 NA
Satyajit Ray	 Teen Kanya	 1961	 8.1	 861	 http://ia.media-imdb.com/images/M/MV5BMTM0MjEwNTUwMl5BMl5BanBnXkFtZTcwNzA1NDA1NA@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM0MjEwNTUwMl5BMl5BanBnXkFtZTcwNzA1NDA1NA@@.jpg
Satyajit Ray	 Devi	 1960	 7.9	 1183	 http://ia.media-imdb.com/images/M/MV5BMTUzNjcyMzU3OV5BMl5BanBnXkFtZTcwNTA1NDA1NA@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUzNjcyMzU3OV5BMl5BanBnXkFtZTcwNTA1NDA1NA@@.jpg
Satyajit Ray	 Apur Sansar	 1959	 8.1	 6464	 http://ia.media-imdb.com/images/M/MV5BMTUyNzgwMzMwOV5BMl5BanBnXkFtZTcwOTQwMzQyMQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUyNzgwMzMwOV5BMl5BanBnXkFtZTcwOTQwMzQyMQ@@.jpg
Satyajit Ray	 Parash Pathar	 1958	 7.6	 541	 http://ia.media-imdb.com/images/M/MV5BZTMzMWJiMmEtY2ZlMy00OTJmLWExNjctOTYwYTQxMDk5MzM0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY136_.jpg	 http://ia.media-imdb.com/images/M/MV5BZTMzMWJiMmEtY2ZlMy00OTJmLWExNjctOTYwYTQxMDk5MzM0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@.jpg
Satyajit Ray	 Jalsaghar	 1958	 8.2	 3233	 http://ia.media-imdb.com/images/M/MV5BMTI4MzA4NDA1Ml5BMl5BanBnXkFtZTcwMTgxMjA0MQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI4MzA4NDA1Ml5BMl5BanBnXkFtZTcwMTgxMjA0MQ@@.jpg
Satyajit Ray	 Aparajito	 1956	 8.1	 6232	 http://ia.media-imdb.com/images/M/MV5BMTgwNzcwNDk3MF5BMl5BanBnXkFtZTcwNzMwMzQyMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTgwNzcwNDk3MF5BMl5BanBnXkFtZTcwNzMwMzQyMQ@@.jpg
Satyajit Ray	 Pather Panchali	 1955	 8.3	 12534	 http://ia.media-imdb.com/images/M/MV5BMTQyMzcyMjAwOV5BMl5BanBnXkFtZTcwMDAyMjQyMQ@@._V1._CR14,16,299,441._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQyMzcyMjAwOV5BMl5BanBnXkFtZTcwMDAyMjQyMQ@@._V1._CR14,16,299,441._SX95_SY140_.jpg
Leonid Gayday	 Na Deribasovskoy khoroshaya pogoda, ili Na Brayton-Bich opyat idut dozhdi	 1992	 6.2	 1064	 NA	 NA
Leonid Gayday	 Chastnyy detektiv, ili operatsiya 'Kooperatsiya'	 1990	 5.5	 295	 NA	 NA
Leonid Gayday	 Opasno dlya zhizni!	 1985	 6.6	 212	 NA	 NA
Leonid Gayday	 Sportloto-82	 1982	 6.9	 834	 NA	 NA
Leonid Gayday	 Za spichkami	 1980	 7.0	 573	 NA	 NA
Leonid Gayday	 Po ulitsam komod vodili...	 1978	 6.6	 115	 NA	 NA
Leonid Gayday	 Inkognito iz Peterburga	 1977	 6.7	 119	 NA	 NA
Leonid Gayday	 Ne mozhet byt!	 1975	 7.8	 858	 NA	 NA
Leonid Gayday	 Die Flucht	 1973	 7.0	 13	 NA	 NA
Leonid Gayday	 Ivan Vasilevich menyaet professiyu	 1973	 8.4	 9350	 http://ia.media-imdb.com/images/M/MV5BNDQ3NDM2NjM5MF5BMl5BanBnXkFtZTYwNTg1OTc5._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNDQ3NDM2NjM5MF5BMl5BanBnXkFtZTYwNTg1OTc5.jpg
Leonid Gayday	 12 stulev	 1971	 8.4	 3363	 NA	 NA
Leonid Gayday	 Brilliantovaya ruka	 1969	 8.5	 7888	 http://ia.media-imdb.com/images/M/MV5BMTQzNDQyNzgzNF5BMl5BanBnXkFtZTcwNzQ2ODcxMQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQzNDQyNzgzNF5BMl5BanBnXkFtZTcwNzQ2ODcxMQ@@.jpg
Leonid Gayday	 Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika	 1967	 8.5	 6415	 http://ia.media-imdb.com/images/M/MV5BMTMyMjg5MzAxNV5BMl5BanBnXkFtZTcwMzUzODYxMQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTMyMjg5MzAxNV5BMl5BanBnXkFtZTcwMzUzODYxMQ@@.jpg
Leonid Gayday	 Operatsiya 'Y' i drugie priklyucheniya Shurika	 1965	 8.6	 6878	 http://ia.media-imdb.com/images/M/MV5BMTI1Nzc2NzI4OF5BMl5BanBnXkFtZTcwOTMzOTIyMQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI1Nzc2NzI4OF5BMl5BanBnXkFtZTcwOTMzOTIyMQ@@.jpg
Leonid Gayday	 Delovye lyudi	 1962	 7.7	 595	 NA	 NA
Leonid Gayday	 Sovershenno seryozno	 1961	 7.2	 165	 NA	 NA
Leonid Gayday	 Trizhdy voskresshiy	 1960	 6.4	 28	 NA	 NA
Leonid Gayday	 Zhenikh s togo sveta	 1958	 7.1	 108	 NA	 NA
Leonid Gayday	 Dolgiy put	 1957	 6.9	 28	 NA	 NA
Michael Curtiz	 The Comancheros	 1961	 6.9	 5563	 http://ia.media-imdb.com/images/M/MV5BMTAwNTg0OTU3MTReQTJeQWpwZ15BbWU2MDgyMjY5OQ@@._V1._SX100_SY138_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTAwNTg0OTU3MTReQTJeQWpwZ15BbWU2MDgyMjY5OQ@@.jpg
Michael Curtiz	 Francis of Assisi	 1961	 6.5	 529	 http://ia.media-imdb.com/images/M/MV5BMTI1NjU1MzQ2Nl5BMl5BanBnXkFtZTcwMzYwODcyMQ@@._V1._SX82_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI1NjU1MzQ2Nl5BMl5BanBnXkFtZTcwMzYwODcyMQ@@.jpg
Michael Curtiz	 The Adventures of Huckleberry Finn	 1960	 6.3	 1012	 http://ia.media-imdb.com/images/M/MV5BMTU5OTU3MDk0NF5BMl5BanBnXkFtZTcwNzY1MTMyMQ@@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTU5OTU3MDk0NF5BMl5BanBnXkFtZTcwNzY1MTMyMQ@@.jpg
Michael Curtiz	 A Breath of Scandal	 1960	 5.5	 530	 http://ia.media-imdb.com/images/M/MV5BMTIwODQ3NDYwOV5BMl5BanBnXkFtZTcwNjgyMDkyMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIwODQ3NDYwOV5BMl5BanBnXkFtZTcwNjgyMDkyMQ@@.jpg
Michael Curtiz	 The Man in the Net	 1959	 6.2	 403	 http://ia.media-imdb.com/images/M/MV5BMTYxMTIxMjQ2OV5BMl5BanBnXkFtZTgwOTI4Nzk1MDE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTYxMTIxMjQ2OV5BMl5BanBnXkFtZTgwOTI4Nzk1MDE@.jpg
Michael Curtiz	 The Hangman	 1959	 6.7	 281	 http://ia.media-imdb.com/images/M/MV5BMTkxMjA0NDU0OV5BMl5BanBnXkFtZTcwMTczNDYyMQ@@._V1._SX88_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTkxMjA0NDU0OV5BMl5BanBnXkFtZTcwMTczNDYyMQ@@.jpg
Michael Curtiz	 King Creole	 1958	 7.0	 3135	 http://ia.media-imdb.com/images/M/MV5BMTI3NDAxODE4NF5BMl5BanBnXkFtZTcwMjY4ODMyMQ@@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI3NDAxODE4NF5BMl5BanBnXkFtZTcwMjY4ODMyMQ@@.jpg
Michael Curtiz	 The Proud Rebel	 1958	 6.9	 715	 http://ia.media-imdb.com/images/M/MV5BMjExNTkyODQxNl5BMl5BanBnXkFtZTcwOTE2MzcxMQ@@._V1._SX100_SY134_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjExNTkyODQxNl5BMl5BanBnXkFtZTcwOTE2MzcxMQ@@.jpg
Michael Curtiz	 The Helen Morgan Story	 1957	 6.4	 460	 http://ia.media-imdb.com/images/M/MV5BMTg5MjIwNDY4MF5BMl5BanBnXkFtZTcwNDk2OTcxMQ@@._V1._SX76_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTg5MjIwNDY4MF5BMl5BanBnXkFtZTcwNDk2OTcxMQ@@.jpg
Michael Curtiz	 The Best Things in Life Are Free	 1956	 6.0	 210	 http://ia.media-imdb.com/images/M/MV5BMTM0MzI3OTM5Nl5BMl5BanBnXkFtZTYwMDIxMjg5._V1._SX100_SY76_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM0MzI3OTM5Nl5BMl5BanBnXkFtZTYwMDIxMjg5.jpg
Michael Curtiz	 The Vagabond King	 1956	 5.5	 142	 http://ia.media-imdb.com/images/M/MV5BMjQ0MzY5OTQ1N15BMl5BanBnXkFtZTgwNjI3Nzk1MDE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjQ0MzY5OTQ1N15BMl5BanBnXkFtZTgwNjI3Nzk1MDE@.jpg
Michael Curtiz	 The Scarlet Hour	 1956	 7.2	 107	 NA	 NA
Michael Curtiz	 We're No Angels	 1955	 7.5	 5842	 http://ia.media-imdb.com/images/M/MV5BMTgxMzM4MzMzOF5BMl5BanBnXkFtZTcwMDU2NzAzMQ@@._V1._SX100_SY139_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTgxMzM4MzMzOF5BMl5BanBnXkFtZTcwMDU2NzAzMQ@@.jpg
Michael Curtiz	 White Christmas	 1954	 7.6	 19698	 http://ia.media-imdb.com/images/M/MV5BMjA0Mzg0OTU0OF5BMl5BanBnXkFtZTYwNTM4MjY5._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjA0Mzg0OTU0OF5BMl5BanBnXkFtZTYwNTM4MjY5.jpg
Michael Curtiz	 The Egyptian	 1954	 6.6	 2402	 http://ia.media-imdb.com/images/M/MV5BMjExMTI1MjU1OF5BMl5BanBnXkFtZTcwMDI2MDIyMQ@@._V1._SX77_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjExMTI1MjU1OF5BMl5BanBnXkFtZTcwMDI2MDIyMQ@@.jpg
Michael Curtiz	 The Boy from Oklahoma	 1954	 5.9	 195	 NA	 NA
Michael Curtiz	 Trouble Along the Way	 1953	 6.8	 1133	 http://ia.media-imdb.com/images/M/MV5BMTkzMDYxMjU1N15BMl5BanBnXkFtZTcwMjQ4MTYyMQ@@._V1._SX92_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTkzMDYxMjU1N15BMl5BanBnXkFtZTcwMjQ4MTYyMQ@@.jpg
Michael Curtiz	 The Jazz Singer	 1952	 5.9	 248	 http://ia.media-imdb.com/images/M/MV5BMTY1OTIxMjMzNV5BMl5BanBnXkFtZTcwMTgzOTMyMQ@@._V1._SX80_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY1OTIxMjMzNV5BMl5BanBnXkFtZTcwMTgzOTMyMQ@@.jpg
Michael Curtiz	 The Story of Will Rogers	 1952	 6.7	 264	 NA	 NA
Michael Curtiz	 I'll See You in My Dreams	 1951	 6.8	 633	 http://ia.media-imdb.com/images/M/MV5BMjEyMzUwNjEzM15BMl5BanBnXkFtZTgwMzY4NzEyMjE@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjEyMzUwNjEzM15BMl5BanBnXkFtZTgwMzY4NzEyMjE@.jpg
Michael Curtiz	 Jim Thorpe -- All-American	 1951	 6.9	 1292	 http://ia.media-imdb.com/images/M/MV5BMTQyMTg4NTMwM15BMl5BanBnXkFtZTgwMjU0MjkyMTE@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQyMTg4NTMwM15BMl5BanBnXkFtZTgwMjU0MjkyMTE@.jpg
Michael Curtiz	 Force of Arms	 1951	 6.4	 327	 http://ia.media-imdb.com/images/M/MV5BMTc5MDEzMzc0Nl5BMl5BanBnXkFtZTcwNjM5NzgxMQ@@._V1._SX76_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc5MDEzMzc0Nl5BMl5BanBnXkFtZTcwNjM5NzgxMQ@@.jpg
Michael Curtiz	 The Breaking Point	 1950	 7.5	 1037	 http://ia.media-imdb.com/images/M/MV5BMjIwOTcwMjQ1Nl5BMl5BanBnXkFtZTgwOTIyNTg4MzE@._V1._SX98_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjIwOTcwMjQ1Nl5BMl5BanBnXkFtZTgwOTIyNTg4MzE@.jpg
Michael Curtiz	 Bright Leaf	 1950	 6.7	 740	 http://ia.media-imdb.com/images/M/MV5BMTIwNTM2MzUzN15BMl5BanBnXkFtZTYwMDgzMjk5._V1._SX100_SY79_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIwNTM2MzUzN15BMl5BanBnXkFtZTYwMDgzMjk5.jpg
Michael Curtiz	 Young Man with a Horn	 1950	 7.2	 1978	 http://ia.media-imdb.com/images/M/MV5BMjIyNTU1MjAyM15BMl5BanBnXkFtZTgwNjg0MDgyMTE@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjIyNTU1MjAyM15BMl5BanBnXkFtZTgwNjg0MDgyMTE@.jpg
Michael Curtiz	 The Lady Takes a Sailor	 1949	 6.1	 202	 NA	 NA
Michael Curtiz	 Flamingo Road	 1949	 7.0	 1578	 NA	 NA
Michael Curtiz	 My Dream Is Yours	 1949	 6.6	 695	 http://ia.media-imdb.com/images/M/MV5BMjAwNTE0MDA3OF5BMl5BanBnXkFtZTgwNTc4NzEyMjE@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAwNTE0MDA3OF5BMl5BanBnXkFtZTgwNTc4NzEyMjE@.jpg
Michael Curtiz	 Romance on the High Seas	 1948	 7.0	 1173	 http://ia.media-imdb.com/images/M/MV5BMjIxNDg0OTc0OV5BMl5BanBnXkFtZTgwNzY4NzEyMjE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjIxNDg0OTc0OV5BMl5BanBnXkFtZTgwNzY4NzEyMjE@.jpg
Michael Curtiz	 The Unsuspected	 1947	 7.2	 1555	 http://ia.media-imdb.com/images/M/MV5BMTg3MzU3MjI0Ml5BMl5BanBnXkFtZTcwMzgxMjUxMw@@._V1._CR38,60,268,418._SX90_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTg3MzU3MjI0Ml5BMl5BanBnXkFtZTcwMzgxMjUxMw@@._V1._CR38,60,268,418._SX90_SY140_.jpg
Michael Curtiz	 Life with Father	 1947	 7.3	 3241	 http://ia.media-imdb.com/images/M/MV5BMTMwNDI0ODE3OV5BMl5BanBnXkFtZTcwMjExMTgyMQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTMwNDI0ODE3OV5BMl5BanBnXkFtZTcwMjExMTgyMQ@@.jpg
Michael Curtiz	 Night and Day	 1946	 6.2	 2040	 http://ia.media-imdb.com/images/M/MV5BMTY4NzE1ODg2NV5BMl5BanBnXkFtZTcwNjc1NjIyMQ@@._V1._SX77_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY4NzE1ODg2NV5BMl5BanBnXkFtZTcwNjc1NjIyMQ@@.jpg
Michael Curtiz	 Mildred Pierce	 1945	 8.0	 15173	 http://ia.media-imdb.com/images/M/MV5BMTIzNDc4MzMyNl5BMl5BanBnXkFtZTcwMjk5MDAyMQ@@._V1._CR2,1,319,449._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIzNDc4MzMyNl5BMl5BanBnXkFtZTcwMjk5MDAyMQ@@._V1._CR2,1,319,449._SX99_SY140_.jpg
Michael Curtiz	 Roughly Speaking	 1945	 7.0	 462	 http://ia.media-imdb.com/images/M/MV5BMTMwNzA4NjE5NF5BMl5BanBnXkFtZTcwNzI0MDAyMw@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTMwNzA4NjE5NF5BMl5BanBnXkFtZTcwNzI0MDAyMw@@.jpg
Michael Curtiz	 Janie	 1944	 6.1	 229	 NA	 NA
Michael Curtiz	 Passage to Marseille	 1944	 6.9	 2583	 http://ia.media-imdb.com/images/M/MV5BOTQ0NDA0OTQ4NF5BMl5BanBnXkFtZTgwNTQ1Mjg1MzE@._V1._SX91_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BOTQ0NDA0OTQ4NF5BMl5BanBnXkFtZTgwNTQ1Mjg1MzE@.jpg
Michael Curtiz	 This Is the Army	 1943	 6.0	 692	 http://ia.media-imdb.com/images/M/MV5BNDY5MzU5NzgxNV5BMl5BanBnXkFtZTcwMzYzMzU1MQ@@._V1._SX100_SY100_.jpg	 http://ia.media-imdb.com/images/M/MV5BNDY5MzU5NzgxNV5BMl5BanBnXkFtZTcwMzYzMzU1MQ@@.jpg
Michael Curtiz	 Mission to Moscow	 1943	 5.4	 664	 http://ia.media-imdb.com/images/M/MV5BMTQ3MjU0NzIyMl5BMl5BanBnXkFtZTcwNjkyMDAyMw@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ3MjU0NzIyMl5BMl5BanBnXkFtZTcwNjkyMDAyMw@@.jpg
Michael Curtiz	 Casablanca	 1942	 8.6	 363835	 http://ia.media-imdb.com/images/M/MV5BMjQwNDYyNTk2N15BMl5BanBnXkFtZTgwMjQ0OTMyMjE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjQwNDYyNTk2N15BMl5BanBnXkFtZTgwMjQ0OTMyMjE@.jpg
